tissue_type,common,malignant,major_type,subtype,pannuke_label,hne_type,hne_label,pantissue_type,pantissue_label,sthelar_full_type,sthelar_full_label,sthelar_coarse_type,sthelar_coarse_label,sthelar_cancer_normal_type,sthelar_cancer_normal_label,lcp_type,lcp_label,markers,rank_source,low_support,comment
cervix,True,False,Stromal cells,Cervical fibroblasts,connective,Fibroblast-like,fibroblast_like,Stromal / mesenchymal,stromal,Fibroblast / myofibroblast,Fibroblast_Myofibroblast,Stromal,Stromal,Normal,Normal,Fibroblast,Fibroblast,"COL1A1,DCN,COL6A2,COL1A2,COL6A3,LUM,COL3A1,COL5A2,COL5A1,COL6A1,SPARC,MMP2,VCAN,PCOLCE,AEBP1,THBS2,FN1,SERPINF1,THY1,BGN,COL12A1,PDGFRA,EMILIN1,PDGFRB,LOX,FBLN1,LAMB1,SFRP4,LOXL2,MFAP2,ADAMTS12,LAMA4,COL8A1,MMP14,NID1,CXCL12,COL11A1,PDPN,COL14A1,LAMA2,TIMP1,COL16A1,ITGA5,ITGA11,LOXL1,NID2,TIMP3,WNT5A,FBLN5,SFRP1",skipped,False,"Cervical stromal fibroblasts - COL1/3/5/6, DCN, LUM."
cervix,True,False,Stromal cells,Cervical smooth muscle cells,connective,Smooth muscle cells,smooth_muscle,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"DES,ACTG2,TAGLN,ACTA2,MYLK,CNN1,MYH11,TPM2,MYL9,CACNA1C,PTGER3,PRKG1,LMOD1,PDE1C,CACNB2",skipped,False,"Cervical smooth muscle - DES, ACTG2, ACTA2, MYH11, CNN1."
cervix,True,False,Vascular cells,Cervical endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"VWF,PECAM1,CALCRL,CLDN5,FLT1,CLEC14A,GNG11,RAMP2,SPARCL1,ESAM,CD34,ENG,ECSCR,PLVAP,ACKR1,ERG,EPAS1,JAM2,KDR,CDH5,TIE1,RAMP3,S1PR1,HSPG2,ICAM2,CAV1,KLF2,ICAM1,ROBO4,TEK,CAV2,SELE,SOX7,NOTCH4,APOLD1,DLL4,PROCR,ANGPT2,SPNS2,FLT4,NOTCH1,VCAM1,COL4A1,BMX,KLF4,BMP6,ESM1,EFNB2,NRP1,SEMA3G",skipped,False,"Cervical endothelium - VWF, PECAM1, CLDN5, FLT1."
heart,False,True,Malignant stromal cells,Cardiac angiosarcoma cells,neoplastic,Malignant endothelial cells,malignant_endothelial,Tumor / neoplastic,tumor,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"PECAM1,VWF,CDH5,ERG,ETS1,SOX7,SOX17,KDR,FLT1,TEK,TIE1,ANGPT2,ANGPTL4,MCAM,CD34,ESAM,PLVAP,SPARC,COL1A1,COL3A1,MMP2,MMP9,TGFB1,VEGFA,PDGFB,ICAM1,VCAM1,SELE,CAV1,CAV2,RHOJ,NRP1,NRP2,CLDN5,ITGA5,ITGB1,S100A10,ANXA2,ROBO4,CXCL8,IL6,EGR1,FOSL1,FLI1,ETS2,SOX18,ESM1,COL18A1,ANGPTL2,KLF2",skipped,False,"Cardiac angiosarcoma (malignant endothelial) - PECAM1, VWF, CDH5, ERG, KDR; overlaps normal EC (caveat)."
heart,False,True,Malignant muscle cells,Cardiac rhabdomyosarcoma cells,neoplastic,Malignant muscle cells,malignant_muscle,Tumor / neoplastic,tumor,Specialized,Specialized,Other,Other,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"MYOD1,MYOG,PAX3,PAX7,DES,ACTA1,ACTN2,MYH2,MYH3,MYH7,MYL1,MYL2,MYL3,TTN,TPM1,TPM2,TPM3,TNNI2,TNNT2,TNNC2,CKM,NEB,DMD,LMOD3,CAPN3,RYR1,RYR2,IGF2,FGFR4,ALK,MYCN,SOX8,SOX10,FOXO1,ETV4,ETV5,CAV3,ITGA7,ITGB1,SPP1,STAT3,IL6,MYF5,MEF2C,MEF2D,HAND2,NKX2-5,TBX2,TBX3,SIX1",skipped,False,"Cardiac rhabdomyosarcoma (skeletal-muscle program) - MYOD1, MYOG, PAX3/7, DES, MYH2."
heart,True,False,Cardiomyocytes,Ventricular working cardiomyocytes,connective,Cardiomyocytes,cardiomyocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Parenchymal cell,Parenchymal cell,"ACTC1,MYL3,TPM1,CSRP3,TNNT2,MYL2,PLN,TNNI3,LRRC10,TPM2,MYH7",skipped,False,"Ventricular cardiomyocytes - MYL2/3, TNNT2, TNNI3, PLN, ACTC1."
heart,True,False,Cardiomyocytes,Atrial cardiomyocytes,connective,Cardiomyocytes,cardiomyocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Parenchymal cell,Parenchymal cell,"MYL4,MYL7,ACTC1,TNNT2,PLN,NPPA,TNNI3,LRRC10,PITX2,SHOX2",skipped,False,"Atrial cardiomyocytes - MYL4/7, NPPA, TNNT2, LRRC10."
heart,True,False,Cardiomyocytes,Pacemaker/conduction cardiomyocytes,connective,Cardiomyocytes,cardiomyocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Parenchymal cell,Parenchymal cell,"NPPA,SHOX2,ISL1,CACNA1G,HCN4",skipped,False,"Pacemaker/conduction CM; 5 genes (HCN4, SHOX2, ISL1, CACNA1G) - minimal but specific."
heart,True,False,Stromal cells,Cardiac fibroblasts,connective,Fibroblast-like,fibroblast_like,Stromal / mesenchymal,stromal,Fibroblast / myofibroblast,Fibroblast_Myofibroblast,Stromal,Stromal,Normal,Normal,Fibroblast,Fibroblast,"DCN,FBN1,COL5A2,COL15A1,COL1A2,VCAN,FBLN1,COL6A2,ELN,COL6A1,LUM,COL5A1,FBLN2,COL12A1,PDGFRA,FN1,PTN,MMP2,COL3A1,MFAP4,FAP,ISLR,LOX,TNC,ITGA11,COL1A1,MATN2,COL14A1,LOXL1,SFRP2,MMP3",skipped,False,"Cardiac fibroblasts - DCN, FBN1, COL5/6/15, VCAN."
heart,True,False,Stromal cells,Activated cardiac myofibroblasts,connective,Fibroblast-like,fibroblast_like,Stromal / mesenchymal,stromal,Fibroblast / myofibroblast,Fibroblast_Myofibroblast,Stromal,Stromal,Normal,Normal,Fibroblast,Fibroblast,"COL6A3,COL5A2,COL1A2,FBLN1,TNXB,FBLN2,COL5A1,COL12A1,PDGFRA,MMP2,COL3A1,LOX,COL1A1",skipped,False,"Activated cardiac myofibroblasts - COL1/5/12, TNXB, FBLN2; fibrotic remodeling."
heart,True,False,Vascular cells,Coronary endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"VWF,FLT1,PTPRB,PECAM1,ENG,ADGRL4,EPAS1,CDH5,KLF2,CLEC14A,CAV1,ERG,CLDN5,GNG11,ICAM2,TEK,ESAM,NOTCH4,RAMP2,TIE1,EFNB2,SPARCL1,RBP7,KDR,KLF4,TSPAN7,ECSCR,DLL4,SOX7,RHOJ,HEY1,PLVAP,CD34,EDN1,ACKR1,HHEX,APLN",skipped,False,"Coronary (arterial) endothelium - VWF, FLT1, EPAS1, CDH5."
heart,True,False,Vascular cells,Endocardial endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"FLT1,EMCN,PECAM1,ADGRL4,EPAS1,ENG,CDH5,ERG,KLF2,CLDN5,RAMP3,ICAM2,ESAM,RAMP2,TIE1,KDR,ROBO4,KLF4,TEK,SOX17,DLL4,NOTCH1,HEY1,CXCL12,PLVAP,EDN1,FOXC1,VCAM1",skipped,False,"Endocardial endothelium - EMCN, ERG, CDH5, FLT1."
heart,True,False,Vascular-associated cells,Cardiac pericytes,connective,Pericytes,pericyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"PDGFRB,NOTCH3,ABCC9,RGS5,KCNJ8,GUCY1B1,GUCY1A1,ACTA2",skipped,False,"Cardiac pericytes; 8 genes (PDGFRB, NOTCH3, RGS5, KCNJ8, GUCY1)."
heart,True,False,Immune cells,Cardiac macrophages,inflammatory,Macrophage-like,macrophage_like,Myeloid,myeloid,Myeloid,Myeloid,Immune,Immune,Normal,Normal,Macrophage,Macrophage,"CD163,F13A1,CTSB,MRC1,MSR1,HLA-DRA,FCGR2A,CD14,STAB1,VSIG4,C1QA,CSF1R,AIF1,LYVE1,C1QB,MAFB,TLR2,HLA-DPB1,HLA-DPA1,C1QC,FCGR3A,CD68,ITGAM,COLEC12,SIGLEC1,MARCO,MS4A7,CSF3R,CXCL16,CCR1,TLR4,TGFB1,ITGAX,NLRP3,IL10,CTSL,SPP1,TREM2,APOE,P2RY13,APOC1,CX3CR1,TIMP2,CCR2,CCR5,GPNMB",skipped,False,"Cardiac resident macrophages - CD163, F13A1, MRC1, MSR1."
kidney,True,True,Malignant epithelial cells,Clear cell renal cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"NDUFA4L2,ANGPTL4,NNMT,VEGFA,PLIN2,EGLN3,VIM,SLC16A3,CA9,PKM,KRT8,BNIP3,LOX,SLC2A1,KRT18,SPP1",skipped,False,"Clear-cell RCC - NDUFA4L2, EGLN3, ANGPTL4, VEGFA, PLIN2; HIF program; 16 genes."
kidney,True,True,Malignant epithelial cells,Papillary renal cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"S100A10,ANXA4,PDK1,KRT18,LRRC15",skipped,False,"Papillary RCC; 5 genes (S100A10, ANXA4, PDK1, KRT18, LRRC15) - minimal, low specificity (caveat)."
kidney,True,True,Malignant epithelial cells,Chromophobe renal cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"MGST1,S100A1,DSG2,KCNMA1,DSC2",skipped,False,"Chromophobe RCC; 5 genes (MGST1, S100A1, DSG2, KCNMA1, DSC2) - minimal, distal-nephron lean (caveat)."
kidney,True,True,Malignant epithelial cells,Collecting duct carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"FN1,VIM,IL6,KRT19,CXCL5",skipped,False,"Collecting-duct carcinoma; 5 genes (FN1, VIM, IL6, KRT19, CXCL5) - minimal, nonspecific (caveat)."
kidney,True,False,Glomerular cells,Podocytes,background,Podocytes,podocyte,Epithelial,epithelial,Specialized,Specialized,Other,Other,Normal,Normal,Parenchymal cell,Parenchymal cell,"PTPRO,NPHS2,PODXL,NPHS1,WT1,PLCE1,DACH1,TGFBR3,VEGFA,MAGI2,COL4A3,MYO1E,ITGA3,KIRREL1,COL4A4,SYNPO,CRB2,PDLIM2,ACTN4,INF2,TRPC6,FAT1,COL4A5,TNS2,FOXC2,LAMA5,KIRREL2,CD2AP",skipped,False,"Podocytes - NPHS1/2, PODXL, PTPRO, WT1 (canonical)."
kidney,True,False,Stromal cells,Mesangial cells,connective,Mesangial cells,mesangial,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"COL1A1,COL3A1,TNC,PDGFRA,EDNRA,COL5A1,COL5A2,MMP2,COL6A2",skipped,False,"Mesangial cells; 9 genes (PDGFRA/B axis, COL, EDNRA) - overlaps fibroblast (caveat)."
kidney,True,False,Vascular cells,Glomerular endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"EMCN,FLT1,EPAS1,PECAM1,TEK,RAMP3,PLVAP,ERG,RAMP2,KDR,GNG11,CDH5,ROBO4,TIE1,ESAM,CLEC14A,CLDN5,ICAM2,KLF2,VWF,SPARCL1,ECSCR,RBP7,DLL4,SEMA3G,GJA5,SOX17,SOX7,ACKR1,SELE,NRP2",skipped,False,"Glomerular endothelium - EMCN, FLT1, EPAS1, TEK, PLVAP."
kidney,True,False,Vascular cells,Peritubular capillary endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"EMCN,FLT1,EPAS1,PECAM1,ENG,TEK,CD34,RAMP3,PLVAP,RAMP2,KDR,GNG11,CDH5,ROBO4,TIE1,ESAM,ICAM2,CLDN5,VWF,SPARCL1,SLC14A1,ECSCR,DLL4,SEMA3G,SELP,ACKR1,GJA4",skipped,False,"Peritubular capillary endothelium - EMCN, FLT1, CD34, TEK."
kidney,True,False,Epithelial cells,Proximal tubule S1/S2 cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"GPX3,SLC3A1,LRP2,PDZK1,CUBN,ALDOB,GATM,SLC16A9,PCK1,SLC22A2,SLC13A3,SLC5A12,ANPEP,SLC47A1,SLC22A6,ATP1B1,SLC4A4,ATP1A1,SLC22A8,SLC17A3,SLC34A1,SLC47A2,SLC22A12,SLC5A2,CLDN2,SLC6A19,SLC7A9,SLC22A11,ACE2,FBP1,ENPEP,SLC5A11,SLC34A3,SLC7A13,SLC17A2",skipped,False,"Proximal tubule S1/S2 - LRP2, CUBN, SLC3A1, ALDOB, GATM (canonical)."
kidney,True,False,Epithelial cells,Thick ascending limb cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"CLDN10,KCNJ16,SPP1,SLC12A1,PDZK1IP1,UMOD,CASR,FXYD2,KCNJ15,ATP1B1,ATP1A1,WNK4,CLDN16,HNF1B,KCNJ1,IRX2,TMEM52B,CLDN19,KCNJ10,IRX1",skipped,False,"Thick ascending limb - UMOD, SLC12A1, CLDN10, CASR (canonical)."
kidney,True,False,Epithelial cells,Distal convoluted tubule cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"PTH1R,KCNJ16,PDZK1IP1,FXYD2,CASR,ATP1B1,ERBB4,ATP1A1,WNK4,KL,SLC12A3,CLDN14,HNF1B,KCNJ10,CLCNKA,TRPM6",skipped,False,"Distal convoluted tubule - PTH1R, CASR, ERBB4, SLC12A3 axis."
kidney,True,False,Epithelial cells,Collecting duct principal cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"SPP1,CLDN10,ATP1B1,ATP1A1,KCNJ1,KCNK5,PAX8,HNF1B,TMPRSS4,KCNJ10,AQP4",skipped,False,"Collecting-duct principal cells - KCNJ1, HNF1B, PAX8, AQP2 axis; 11 genes."
kidney,True,False,Epithelial cells,Collecting duct intercalated cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"SLC4A4,KCNK5,PAX8,KCNJ10,CLCNKA,TFCP2L1",skipped,False,"Collecting-duct intercalated cells; 6 genes (TFCP2L1, FOXI1 axis) - minimal."
kidney,True,False,Vascular-associated cells,Juxtaglomerular renin cells,connective,Perivascular cells,perivascular,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"REN,TH,PTGS2,PTGER2,PTGER3,AGTR1,AGTR2,AXL,EYA1,EYA2,DLL4,NOTCH3,GATA3,ETV1,NR4A2,NR4A3,DLL1,HEY1,HEY2,MCAM,PDGFRB,ACTA2,MYH11,CNN1,TAGLN,SMTN,CALD1,PRKG1,PRKG2,PDE1A,PDE3A,ADCY3,ADCY7,CAMK2D,RGS2,RGS4,NPR1,NPR3,NPPA,NR3C2,SGK1,EDN1,ADM,EDNRB,GUCY1A1,GUCY1B1,KCNJ5,KCNK3,HIF1A,VEGFA",skipped,False,"Juxtaglomerular renin cells - REN (canonical), AGTR1, PTGS2."
kidney,True,False,Immune cells,Renal resident macrophages,inflammatory,Macrophage-like,macrophage_like,Myeloid,myeloid,Myeloid,Myeloid,Immune,Immune,Normal,Normal,Macrophage,Macrophage,"AIF1,HLA-DRA,HLA-DPA1,HLA-DPB1,SPI1,MS4A7,CSF1R,CTSB,FCGR2A,CD14,CLEC7A,PLAUR,MAFB,C1QA,FCGR3A,C1QB,C1QC,CD163,TNFSF13B,ITGAX,STAB1,IRF8,VSIG4,MRC1,SIGLEC10,F13A1,TREM2,ITGAM,CX3CR1,LYVE1,MARCO,TGFB1,MSR1,IL10,CCR2,SIGLEC1,CD209",skipped,False,"Renal resident macrophages - CSF1R, HLA-DR, MS4A7, CTSB."
breast,True,True,Malignant epithelial cells,Luminal A tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"KRT18,KRT8,KRT7,KRT19,EHF,ANKRD30A,SLC34A2,MUC1,TOX3,CA12,XBP1,SLC39A6,CYP24A1,AQP3,FOXA1,PRLR,CITED1,AGR2,PIP,MAPT,TFF1,TFAP2C",skipped,False,"Luminal A breast tumor - KRT8/18/19, ANKRD30A, FOXA1 axis, MUC1; ER+ low-grade."
breast,True,True,Malignant epithelial cells,Luminal B tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"KRT18,KRT8,KRT19,FOXA1,PGR",skipped,False,"Luminal B breast tumor; 5 genes (KRT8/18/19, FOXA1, PGR) - minimal, proliferation not captured (caveat)."
breast,True,True,Malignant epithelial cells,HER2-enriched tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"GRB7,ERBB3,MIEN1,ERBB2,ERBB4",skipped,False,"HER2-enriched breast tumor; 5 genes - ERBB2/3/4, GRB7, MIEN1."
breast,True,True,Malignant epithelial cells,Basal-like tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"KRT14,KRT5,KRT17,DST,CDH3,TP63,LAMC2,LAMB3,SFRP1,MIA,DSG3",skipped,False,"Basal-like/TNBC - KRT5/14/17, TP63, CDH3; shared basal template (identical to bladder basal-like)."
breast,False,True,Malignant epithelial cells,Neuroendocrine-like tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"BIRC5,TPX2,AURKA,ONECUT2,ASCL1,CGA,PCSK2,SYT4,CHGB,NXPH1,SOX2,INSM1,GABRA5,ELAVL3,CPLX2,SLC18A1,FOXA2,NKX2-1,PHOX2B",skipped,False,Neuroendocrine-like breast tumor; shared NE template (identical to bladder NE-like) - BIRC5/TPX2/AURKA + ASCL1.
breast,True,True,Malignant epithelial cells,Claudin-low tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"ACTA2,ITGB1,SFRP1,TNC,SNAI2",skipped,False,"Claudin-low breast tumor; 5 genes (ACTA2, SFRP1, TNC, SNAI2) - mesenchymal/stem, low tight-junction."
breast,True,True,Malignant epithelial cells,Invasive Lobular Carcinoma (ILC) tumor cells,neoplastic,Malignant epithelial cells,malignant_epithelial,Tumor / neoplastic,tumor,Epithelial,Epithelial,Epithelial,Epithelial,Cancer,Cancer,Parenchymal cell,Parenchymal cell,"ELF3,KRT18,KRT8,KRT19,CDH1,EHF,RUNX1,ANKRD30A,MUC1,CA12,MIR205HG,TOX3,XBP1,PIP,SLC39A6,FOXA1,PRLR,CITED1,TFF1,MAPT",skipped,False,"Invasive lobular carcinoma - KRT8/18/19, ANKRD30A, RUNX1; E-cad loss is hallmark but CDH1 listed (caveat)."
breast,True,False,Stromal cells,Fibroblasts,connective,Fibroblast-like,fibroblast_like,Stromal / mesenchymal,stromal,Fibroblast / myofibroblast,Fibroblast_Myofibroblast,Stromal,Stromal,Normal,Normal,Fibroblast,Fibroblast,"DCN,FBLN1,LUM,MMP2,SERPINF1,COL6A1,COL1A2,MFAP4,COL14A1,TIMP1,COL6A3,TIMP2,DPT,FN1,COL1A1,FBLN2,BGN,PDGFRA,COL3A1,FBLN5,CXCL12,PCOLCE2,SPARC,VCAN,NID1,PDGFRB,LAMA2,VIM,THY1,S100A4,LOX,ANGPTL2,ADAMTS2,FAP,CTHRC1,GREM1,MMP3",skipped,False,"Breast fibroblasts - DCN, LUM, FBLN1, MMP2."
breast,True,False,Stromal cells,Adipocytes,connective,Adipocytes,adipocyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"PPARG,PLIN1,AQP7,ADIPOQ,ADH1B,LIPE,PLIN4,LPL,CIDEC,CIDEA,PLIN5,PNPLA2,CAV2,ACACA,LEP,ADIPOQ-AS1,DGAT2,ADIPOR2,KLF15,ANGPTL4,AGPAT2,PCK1,FABP4,PPARGC1A,ANGPTL8,LPIN1,ADIG",skipped,False,"Adipocytes - PPARG, PLIN1/4, ADIPOQ, LPL, LIPE."
breast,True,False,Vascular cells,Endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"VWF,ADGRL4,GNG11,EMCN,PLVAP,FLT1,PECAM1,CD93,RAMP2,CLDN5,ENG,ACKR1,ECSCR,TSPAN7,ESAM,LDB2,CLEC14A,EPAS1,CD34,ERG,SOX18,CDH5,KDR,TIE1,NRP1,F8,CAV1,ICAM2,TEK,RBP7,NOS3,PODXL,MCAM,BMX,DNASE1L3,ESM1,CA4,FABP4,TM4SF1",skipped,False,"Breast endothelium - VWF, PECAM1, FLT1, CD93."
breast,True,False,Epithelial cells,Myoepithelial cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"KRT14,KRT5,KRT17,DST,ACTA2,TPM2,TAGLN,MYLK,ACTG2,CNN1,MYH11,TPM1,MYL9,CALD1,TP63,DSC3,LAMB3,S100A2,LAMC2,DSG3,TP73",skipped,False,"Myoepithelium - KRT5/14/17 + ACTA2, TAGLN, MYLK (basal + contractile)."
breast,True,False,Vascular-associated cells,Pericytes,connective,Pericytes,pericyte,Stromal / mesenchymal,stromal,Specialized,Specialized,Other,Other,Normal,Normal,Fibroblast,Fibroblast,"PDGFRB,NOTCH3,FN1,ABCC9,RGS5,COL4A1,EDNRA,COL4A2,COL18A1,TIMP3,MYL9,CSPG4,MCAM,KCNJ8,SERPINH1,CD248,PRRX1,TAGLN,ACTA2,ITGA7",skipped,False,Pan-tissue shared pericyte signature.
breast,True,False,Vascular cells,Lymphatic endothelial cells,connective,Endothelial cells,endothelial,Endothelial,endothelial,Blood vessel / endothelial,Blood_vessel,Stromal,Stromal,Normal,Normal,Endothelial cell,Endothelial cell,"PTPRB,ENG,KDR,EMCN,COL4A1,NRP2,TEK,COL4A2,NRP1,PECAM1,ESAM,TIE1,RAMP2,EFNB2,RELN,TSPAN7,ITGA9,FLT4,LYVE1,SOX18,MMRN1,GJA4,ADM,AQP1,SOX17,ANGPT2,PDGFB,VEGFC,COL15A1,FOXC1,PROCR,GJA5,FABP4,CCL21",skipped,False,Pan-tissue shared LEC signature.
breast,True,False,Epithelial cells,Normal ductal epithelial cells,epithelial,Epithelial cells,epithelial,Epithelial,epithelial,Epithelial,Epithelial,Epithelial,Epithelial,Normal,Normal,Parenchymal cell,Parenchymal cell,"ELF3,CLDN4,KRT18,TACSTD2,CLDN7,KRT7,KRT8,KRT19,EPCAM,CDH1,CLDN3,KLF5,CD24,TMEM45B,MUC1,PIP,XBP1,CA12,ST14,SLC39A6,FOXA1,OVOL2,PRLR,BAMBI,AGR2",skipped,False,"Normal luminal duct - ELF3, KRT7/8/18/19, CLDN4/7, TACSTD2."
immune,True,False,Immune cells,CD4+ T cells,inflammatory,Lymphocytes,lymphocyte,Lymphoid,lymphoid,T / NK lymphocytes,T_NK,Immune,Immune,Normal,Normal,CD4 T,CD4 T,"LEF1,CCR7,TCF7,CD3G,IL7R,TRAC,LTB,LCK,CD3E,CD40LG,CD3D,PIK3IP1,CD2,TRBC2,CD28,BCL11B,SELL,CCR5",skipped,False,"CD4+ T cells - CD3G, IL7R, TRAC, LEF1, CCR7, TCF7; naive-leaning."
immune,True,False,Immune cells,Naïve CD4+ T cells,inflammatory,Lymphocytes,lymphocyte,Lymphoid,lymphoid,T / NK lymphocytes,T_NK,Immune,Immune,Normal,Normal,CD4 T,CD4 T,"IL7R,LTB,TCF7,TRAT1,CD96,MAL,KLRB1,CD27,SH2D1A,LEF1,ITM2A,SEPTIN1,UBASH3A,BTLA,PIK3IP1,BCL2",skipped,False,"Naive CD4+ T - CCR7/TCF7/MAL/SELL context, IL7R, CD27."
immune,True,False,Immune cells,Central-memory T cells (TCM),inflammatory,Lymphocytes,lymphocyte,Lymphoid,lymphoid,T / NK lymphocytes,T_NK,Immune,Immune,Normal,Normal,CD4 T,CD4 T,"LTB,TCF7,CCR7,IL7R,SH2D1A,TRAC,CD28,GIMAP7,CD27,LEF1",skipped,False,"Central-memory T (TCM) - CCR7, TCF7, IL7R, CD28."
immune,True,False,Immune cells,Effector-memory T cells (TEM),inflammatory,Lymphocytes,lymphocyte,Lymphoid,lymphoid,T / NK lymphocytes,T_NK,Immune,Immune,Normal,Normal,CD8 T,CD8 T,"GZMA,CCL5,PRF1,KLRB1,NKG7,KLRD1,GZMH,GNLY,KLRG1,IL2RB,TBX21,TRGC2,TRDC,KLRF1,TRGC1,CD160,EOMES,KLRC1,ZNF683,KLRC3,CXCR6,TRDV2,FASLG",skipped,False,"Effector-memory T (TEM) - GZMA/H, PRF1, NKG7, CCL5, KLRD1."
immune,True,False,Immune cells,Effector-memory RA T cells (TEMRA),inflammatory,Lymphocytes,lymphocyte,Lymphoid,lymphoid,T / NK lymphocytes,T_NK,Immune,Immune,Normal,Normal,CD8 T,CD8 T,"TRAC,CCL5,IL2RG,PRF1,TRBC1,KLRB1,NKG7,KLRD1,GNLY,GZMH,KLRG1,FGFBP2,IL7R,S1PR1,GZMK,KLRF1,TBX21,S1PR5,KLRK1,EOMES,IFNG,KLRC2,KLRC1,IL2RB,STAT4,CXCR6,B3GAT1",skipped,False,"Effector-memory RA T (TEMRA) - terminally differentiated cytotox (PRF1, NKG7, KLRD1, CCL5)."
