tissue_type,common,malignant,major_type,subtype,pannuke_label,hne_type,hne_label,markers,rank_source,low_support
bone,True,True,Metastatic epithelial cells,Prostate carcinoma bone metastasis cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"KLK3,KLK2,FOLH1,AR,NKX3-1,HOXB13,TMPRSS2,ACPP,AMACR,SPP1,SPARC,BGLAP,RUNX2,ATF4,CTSK,MMP9,ITGB3,ITGA5,ITGA6,PTH1R,BMP7,TGFBR2,VEGFA,IL6,IL11,STAT3,FGFR1,PDGFRB,VCAM1,CAV1,CDH11,CD44,CXCR4,IGF1,IGF1R,PTEN,PIK3CA,AKT1,FOXA1,FOXP1,ETS1,ERG,SOX9,SOX2,GATA2,PLA2G7,NRP1,NRP2,ANGPTL4,LOX,LOXL2,TWIST1,SNAI2,ZEB1,CDH2,VIM,CXCL12,CXCL8,JAG1,DLL1,TNFSF11,FGF9,FGF10,MET,AXL,ITGB1",skipped,False
bone,True,True,Metastatic epithelial cells,Lung adenocarcinoma bone metastasis cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"EPCAM,KRT8,KRT18,KRT19,ALDH1A1,SLC34A2,MUC1,CEACAM5,NKX2-1,SOX2,EGFR,ERBB2,MET,KRAS,PIK3CA,VIM,SNAI2,ZEB1,ITGA5,ITGB3,CXCL8,CXCL1,CXCR4,SPP1,SPARC,CTGF,PTHLH,VEGFA,ANGPTL4,MMP1,MMP2,MMP9,LOX,IL6,IL11,TGFB1,PDGFRB,VCAN,POSTN,MSLN,WFDC2,FGFR1,FGFR2,AXL,RET,ROS1,ALK,CDH1,CLDN18,ITGB4,ITGA6,ERBB3,STAT3,BIRC5,MKI67,TOP2A,BRCA1,PTEN,AKT1,TSC22D1,NRIP1,ID1,COL1A1,COL1A2,COL13A1,COL11A1",skipped,False
bone,True,True,Malignant hematologic cells,Acute lymphoblastic leukemia bone marrow blasts,neoplastic,Hematologic blasts,hematologic_blast,"CD19,CD79A,CD79B,PAX5,TCF3,EBF1,MS4A1,MME,CD34,KIT,TDGF1,IL7R,CRLF2,FLT3,IKZF1,IKZF3,CCND2,MYC,STAT5A,BCL2,BCL6,CDKN2A,CDKN2B,PTPRC,CD44,CXCR4,CCR7,SELL,SPN,CD74,BLK,VPREB1,RAG1,RAG2,MKI67,TOP2A,BIRC5,E2F1,CDK2,CDK6,CDK1,PCNA,BRCA1,PARP1,XRCC6,RAD51,HHEX,HOXA9,MEIS1,MEIS2,PBX1,LYN,SYK,CRLF1,LAIR1,CD24,NT5E,KITLG,IL2RA,CCR9,CCR6,IL10RA,TOX,TOX2,CTLA4,PDCD1",skipped,False
cervix,True,True,Malignant epithelial cells,Cervical squamous cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"TP63,KRT5,KRT14,KRT6A,KRT6B,KRT6C,KRT16,KRT17,KRT15,KRT1,KRT2,DSG3,DSG2,DSG1,DSC2,DSC1,IVL,LOR,FLG,SPRR1A,SPRR1B,SPRR2A,SPRR2D,SPRR2E,SPRR2G,S100A7,S100A8,S100A9,S100A14,S100A16,PI3,PERP,CLDN1,CLDN4,CLDN7,KLF4,SOX2,SOX4,EGFR,AREG,TGFA,ITGA6,ITGB4,ITGA3,ITGA2,ITGA5,ITGA7,ITGB1,ITGB6,CDH3,COL17A1,PKP1,PKP3,SERPINB3,SERPINB4,SERPINB5,MMP1,MMP9,MMP10,MMP13,MMP14,PLAU,VIM,PDPN,IL1B,IL6,CXCL1,CXCL5,CXCL8,CXCL10,CXCL11,CCL20,TNFAIP2,TNFAIP3,NFKBIA,FOSL1,JUNB,ICAM1,CDKN2A,STAT3,LAMC2,LAMB3,FSCN1,ITGB8,ITGA11,ITGA10,DSC3,DSG4,KRTDAP,KRT75,KRT78,SBSN,KPRP,SPRR3,SPRR4,SPRR2F,LCE1C,LCE3E,TGM2,TGM5,S100A10,S100A11,SERPINE1,SERPINB2,SERPINB8,SERPINB10,SERPINB11,SERPINB13,COL7A1,COL13A1,COL1A2,LOXL2,PXDN,FUT10,CXCL2,CXCL3,CXCL9,CXCL16",skipped,False
cervix,True,True,Malignant epithelial cells,Cervical adenocarcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"MUC5B,MUC5AC,MUC4,MUC1,MUC16,MUC20,MUC13,MUC17,MUC3A,TFF1,TFF2,TFF3,PAX8,PAX2,SOX17,SOX9,FOXA1,FOXA2,HNF1B,HNF4G,KRT7,KRT8,KRT18,KRT19,KRT20,KRT23,EPCAM,TACSTD2,CEACAM5,CEACAM6,CEACAM1,CEACAM7,AGR2,AGR3,SPDEF,SPINK1,SLPI,WFDC2,SCGB2A1,SCGB2A2,SCGB1A1,GPX2,ANXA1,ANXA2,FOLR1,RET,CD24,CDH1,ESR1,GATA3,AR,KLF5,ELF3,ERBB2,ERBB3,ERBB4,FGFR2,FGFR3,CLDN3,CLDN4,CLDN7,CLDN8,CLDN10,CLDN18,TJP1,TJP3,OCLN,ITGA6,ITGB4,LAMC2,LAMB3,MSLN,SLC34A2,SLC4A4,SLC5A1,SLC5A11,SLC26A3,STAT3,PIK3CA,CXCL8,IL6,TSPAN8,SUSD2,MUC15,MUC21,MUC22,MUC6,MUC12,CLDN23,GALNT6,GALNT7,ST6GALNAC2,ST6GALNAC4,ST3GAL1,REG4,CEACAM20,CEACAM3,LY6K,TSPAN6,SPINK7,WFDC1,WFDC8,BPIFB1,BPIFA1,CFTR,SLC26A4,FUT2,FUT3,PRSS8,SLC34A3",skipped,False
cervix,False,True,Malignant epithelial cells,Cervical small cell neuroendocrine carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"CHGA,CHGB,SYP,INSM1,ASCL1,POU2F3,NCAM1,NCAM2,CALCA,CALCB,PCSK1,PCSK2,SCG2,SCG3,SCG5,TPH1,GRP,GRPR,DLL3,DLK1,PEG10,STMN2,STMN1,ELAVL3,ELAVL4,ISL1,PHOX2B,PHOX2A,NEFM,NEFL,NEFH,DCX,TUBB3,MAP2,SRRM4,AURKA,MYCN,MYCL,EZH2,BIRC5,MKI67,TP53,RB1,SOX2,SOX11,SOX4,NEUROD1,NEUROD2,NEUROG3,HES6,FOXA2,REST,GABRB2,GABRA3,GABRA5,GRIN2A,GRIN2B,TAC1,TAC3,FOSL1,TH,DDC,ENO2,UCHL1,SLC18A1,SLC18A3,SNAP25,SYT1,SYT4,SEZ6,SEZ6L,SEZ6L2,BEX1,BEX2,BEX3,UNC13A,UNC13B,PCLO,CACNA1B,CACNA1E,CACNB2,KCNB2,KCNV1,SYT7,SYT9,SYT11,SYN1,SYN2,SYN3,CPLX1,CPLX2,RAB3A,RAB3B,VAMP2,SNAP91,SCAMP5,SEMA5A,SLIT2,ROBO2,CADM3,ELAVL2,MAP1B",skipped,False
cervix,True,False,Epithelial cells,Ectocervical squamous cells,epithelial,Epithelial cells,epithelial,"KRT1,KRT2,KRT5,KRT6A,KRT6B,KRT6C,KRT10,KRT13,KRT14,KRT15,KRT16,KRT17,KRT23,IVL,LOR,FLG,FLG2,SPRR1A,SPRR1B,SPRR2A,SPRR2B,SPRR2D,SPRR2E,SPRR2G,SPRR3,LCE1F,LCE1B,LCE2B,LCE2C,LCE2D,LCE3D,KRTDAP,TGM1,TGM3,TGM5,KLK5,KLK7,KLK8,DSG1,DSG3,DSC1,DSC2,DSC3,PKP1,PKP3,PERP,CLDN1,CLDN4,CLDN23,RHCG,EVPL,PPL,GRHL1,GRHL3,OVOL1,OVOL2,ZNF750,S100A7,S100A8,S100A9,S100A14,S100A16,SLPI,CSTA,AQP3,GJB2,GJB6,TACSTD2,SPRR2F,SPRR2H,SPRR4,LCE1C,LCE1E,LCE3E,LCE3F,KRT24,KRT78,KRT79,KPRP,SBSN,DSG4,IL36A,IL36G,IL36RN,CXCL14,CXCL17,CALML5,SPINK5,SPINK9",skipped,False
cervix,True,False,Epithelial cells,Squamocolumnar junction cells,epithelial,Epithelial cells,epithelial,"KRT7,KRT8,KRT18,KRT19,KRT20,KRT23,AGR2,AGR3,WFDC2,MUC1,MUC4,MUC5B,MUC16,MUC20,EPCAM,TACSTD2,ANXA1,ANXA2,LGALS3,SPP1,SOX17,SOX9,POU2F3,PPARG,SPDEF,SPINK1,SLPI,SCGB2A1,SCGB2A2,SCGB1A1,SCNN1A,SCNN1B,SCNN1G,CLDN1,CLDN3,CLDN4,CLDN7,CLDN8,CLDN12,CLDN18,ERBB2,ERBB3,ERBB4,FGFR2,FGFR3,FGFR4,FOLR1,MSLN,CEACAM5,CEACAM6,CEACAM1,CD24,ESR1,GATA3,TJP1,TJP2,TJP3,OCLN,ITGA6,ITGB4,LAMB3,LAMC2,LYPD3,SLC34A2,SLC4A4,SLC26A3,CFTR,REG4,CXCL17,CLDN23,LIF,LIFR,IL6ST,LEFTY1,LEFTY2,TACSTD1,PAX8,IL1RL1,TNFAIP6,SLC26A4,SLC34A3,CEACAM20,WFDC1",skipped,False
cervix,True,False,Epithelial cells,Endocervical secretory cells,epithelial,Epithelial cells,epithelial,"MUC5B,MUC5AC,MUC4,MUC1,MUC16,MUC20,MUC13,MUC17,MUC3A,TFF1,TFF2,TFF3,SCGB1A1,SCGB2A1,SCGB2A2,SCGB3A2,AGR2,AGR3,SPDEF,SPINK1,SLPI,WFDC2,OVGP1,FOLR1,FOLR2,MSLN,PAX8,PAX2,SOX17,SOX9,FOXA1,FOXA2,GATA3,HNF1A,HNF1B,HNF4A,HNF4G,KRT7,KRT8,KRT18,KRT19,KRT20,KRT23,EPCAM,TACSTD2,CD24,ERBB2,ERBB3,ERBB4,FGFR2,FGFR3,CLDN3,CLDN4,CLDN7,CLDN8,CLDN18,TJP1,TJP3,OCLN,SLC34A2,SLC4A4,SLC26A3,SLC26A4,SLC26A9,SLC5A1,SLC5A11,SLC5A6,CFTR,AQP3,AQP5,ATP1A1,ATP1B1,GPX2,GPX3,REG4,CXCL17,LYZ,LYZL1,LYZL2,BPIFB1,BPIFA1,WFDC1,WFDC8,WFDC12,WFDC13,GALNT6,GALNT7,ST6GALNAC2,ST6GALNAC4,MUC15,MUC21,MUC22,MUC6,CLDN23,TSPAN8,SLC34A3",skipped,False
cervix,True,False,Stromal cells,Cervical fibroblasts,connective,Fibroblast-like,fibroblast_like,"COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,COL8A1,COL8A2,COL11A1,COL12A1,COL14A1,COL15A1,COL16A1,LUM,DCN,BGN,FN1,VCAN,TNMD,THBS1,THBS2,THBS4,SPARC,FBLN1,FBLN2,FBLN5,MFAP5,MFAP4,EMILIN1,EMILIN2,ELN,LOX,LOXL1,LOXL2,LOXL3,PDGFRA,PDGFRB,THY1,PDPN,ITGA11,ITGA5,ITGB1,ITGB3,AEBP1,SERPINF1,TGFB1,TGFBR2,HOXA11,HAND2,IGFBP1,IGFBP3,IGFBP5,IGFBP7,SFRP1,SFRP4,WNT5A,WNT5B,CXCL12,CXCL14,FGF7,FGF10,MMP2,MMP14,TIMP1,TIMP3,NID1,NID2,LAMA2,LAMB1,LAMC1,COL18A1,COL21A1,COL22A1,COL11A2,COL24A1,PCOLCE,PCOLCE2,ADAMTSL2,ADAMTSL4,ADAMTS12,CRTAC1,LAMA4,LAMB2,LOXL4,MFAP2,FNDC1",skipped,False
cervix,True,False,Stromal cells,Cervical smooth muscle cells,connective,Smooth muscle cells,smooth_muscle,"ACTA2,ACTG2,ACTA1,TAGLN,TAGLN2,MYH11,MYH10,MYH9,MYH14,CNN1,CNN2,CNN3,MYL9,MYL6,MYL7,MYL12A,MYL12B,MYLK,MYLK2,MYLK3,MYOCD,SRF,TEAD1,TEAD3,LMOD1,LMOD2,DES,SMTN,SMTNL1,CALD1,TPM1,TPM2,TPM3,TPM4,MYOZ1,MYOZ2,MYOZ3,ACTN1,ACTN2,RGS5,RGS4,PRKG1,PRKG2,PLN,PPP1R12A,PPP1R12B,PPP1R14A,GUCY1A1,GUCY1B1,CAV1,CAV2,VCL,LPP,TLN1,TNS1,TNS3,SYNM,CSRP1,KCNMB1,KCNJ8,KCNJ2,KCNK3,CACNA1C,CACNA1D,CACNB2,ITGA7,ITGA8,ITGB1,ITGB5,PTGER3,EDNRA,EDNRB,SYNPO2,LDB3,ANKRD1,ANKRD2,ITGA1,ITGA4,ITGA9,ITGB3,ITGB6,PDE1C,PDE5A,PTGIS,CAV3,CSRP2,CSRP3,MYLK4",skipped,False
cervix,True,False,Vascular cells,Cervical endothelial cells,connective,Endothelial cells,endothelial,"PECAM1,CDH5,CD34,ENG,VWF,KDR,FLT1,TEK,TIE1,NOTCH4,NOTCH1,DLL4,JAG1,CLDN5,CLDN12,ESAM,JAM2,JAM3,OCLN,RAMP2,RAMP3,RBP7,APLN,APOLD1,MCAM,PLVAP,ACKR1,ACKR3,ICAM1,ICAM2,VCAM1,SELE,SELPLG,EPAS1,ERG,GATA2,SOX7,SOX17,KLF2,KLF4,CLEC14A,NRP1,NRP2,PROCR,SPARCL1,EFNB2,ECSCR,HSPG2,CAV1,CAV2,ROBO4,TJP1,TJP2,ANGPT1,ANGPT2,ANGPTL4,FOXO1,S1PR1,PPAP2B,VEGFA,BMX,GNG11,FLT4,SPNS2,CALCRL,COL4A1,COL4A2,COL18A1,ANGPTL1,ANGPTL2,BMP4,BMP6,PRKG1,PTGIS,MFSD2A,ESM1,SEMA3G,GJA4,GJA5",skipped,False
heart,False,True,Malignant stromal cells,Cardiac angiosarcoma cells,neoplastic,Malignant endothelial cells,malignant_endothelial,"PECAM1,VWF,CDH5,ERG,ETS1,SOX7,SOX17,KDR,FLT1,TEK,TIE1,ANGPT2,ANGPTL4,MCAM,CD34,ESAM,PLVAP,SPARC,COL1A1,COL3A1,MMP2,MMP9,TGFB1,VEGFA,PDGFB,ICAM1,VCAM1,SELE,CAV1,CAV2,RHOJ,NRP1,NRP2,CLDN5,ITGA5,ITGB1,S100A10,ANXA2,ROBO4,CXCL8,IL6,EGR1,FOSL1,FLI1,ETS2,SOX18,ESM1,COL18A1,ANGPTL2,KLF2,KLF4,ICAM2,PROCR",skipped,False
heart,False,True,Malignant muscle cells,Cardiac rhabdomyosarcoma cells,neoplastic,Malignant muscle cells,malignant_muscle,"MYOD1,MYOG,PAX3,PAX7,DES,ACTA1,ACTN2,MYH2,MYH3,MYH7,MYL1,MYL2,MYL3,TTN,TPM1,TPM2,TPM3,TNNI2,TNNT2,TNNC2,CKM,NEB,DMD,LMOD3,CAPN3,RYR1,RYR2,IGF2,FGFR4,ALK,MYCN,SOX8,SOX10,FOXO1,ETV4,ETV5,CAV3,ITGA7,ITGB1,SPP1,STAT3,IL6,MYF5,MEF2C,MEF2D,HAND2,NKX2-5,TBX2,TBX3,SIX1,SIX2,CXCR4,MET,IGF1R",skipped,False
heart,True,False,Cardiomyocytes,Ventricular working cardiomyocytes,connective,Cardiomyocytes,cardiomyocyte,"TTN,MYH7,MYBPC3,MYL2,RYR2,CACNA1C,SCN5A,PLN,ACTN2,TPM1,TNNI3,TNNT2,DES,LRRC10,ANK2,CASQ2,JPH2,CAMK2D,SLC8A1,HCN4,GJA1,KCNQ1,MYL3,MYOM1,MYOM2,TCAP,LMOD2,ACTC1,TPM2,CSRP3,PKP2,MYLK3,KCNJ2,KCNH2,KCND3,KCNIP2,KCNE1,CACNA2D1,CACNB2,TRDN,FKBP1B,SCN1B,SCN10A,SCN4B,DSP,DSG2,DSC2,JUP,PKP4,LMNA,BAG3,FLNC",skipped,False
heart,True,False,Cardiomyocytes,Atrial cardiomyocytes,connective,Cardiomyocytes,cardiomyocyte,"MYH6,NPPA,NPPB,SLN,PITX2,KCNA5,TBX5,RYR2,CACNA1D,KCNJ3,GJA5,TNNI3,TNNT2,TTN,MYL7,MYLK3,ACTC1,LRRC10,CAMK2D,HCN4,TBX20,SLC8A1,KCNJ5,SCN5A,CACNA1C,GJA1,PLN,NPPC,SHOX2,TBX3,ANK2,RGS4,KCNA1,KCND2,KCNIP3,KCNJ1,KCNJ16,KCNN1,KCNN3,CACNA1G,CACNA1H,TBX18,TBX2,NR2F2,GATA6,MYL4,RYR3,RGS6,PDE1A,KCNA4,FHL2,CREB3L1",skipped,False
heart,True,False,Cardiomyocytes,Pacemaker/conduction cardiomyocytes,connective,Cardiomyocytes,cardiomyocyte,"HCN4,HCN1,CACNA1D,CACNA1G,RYR2,TBX3,TBX18,SHOX2,ISL1,GJA5,GJD3,GJA1,KCNH2,SCN5A,KCND2,KCNE1,FGF13,RGS6,KCNJ5,CACNB2,CACNA1C,TBX20,KCNJ3,KCNN4,SLN,NPPA,NPPB,ID2,ANK2,KCNE2,SLC8A1,CAMK2D,TBX5,FGF12,HCN2,HCN3,CACNA1H,CACNA1I,CACNA2D2,CACNB3,KCNN1,KCNN3,GJD2,KCNK2,KCNK3,BMP2,BMP4,ID3,TBX2,PROX1,PRDM16,LGR5",skipped,False
heart,True,False,Stromal cells,Cardiac fibroblasts,connective,Fibroblast-like,fibroblast_like,"COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A1,COL6A2,DCN,LUM,FBLN1,FBLN2,FBN1,MFAP4,ELN,PDGFRA,AEBP1,SPARC,TNC,TGFBI,MMP2,MMP3,MMP14,CXCL12,GREM1,LOX,LOXL1,LOXL2,THY1,VIM,ACTA2,TAGLN,PDGFRB,ITGA11,ITGB1,TGFB1,POSTN,SERPINH1,VCAN,FN1,SFRP2,PTN,FAP,CD34,ISLR,MMP11,COL14A1,COL15A1,COL12A1,COL16A1,COL18A1,MATN2",skipped,False
heart,True,False,Stromal cells,Activated cardiac myofibroblasts,connective,Fibroblast-like,fibroblast_like,"ACTA2,TAGLN,MYH11,MYLK,CNN1,TPM2,SYNPO2,RGS5,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COL6A3,ITGA11,ITGB5,EDNRA,PDGFRB,LOX,FBLN1,FBLN2,ASPN,TNXB,ACTG2,MYL9,MYH9,ITGA7,ITGB1,SMTN,CAV1,CAV2,THY1,TEAD1,SRF,DES,TPM1,MYOCD,SPARC,GREM1,POSTN,SERPINH1,TIMP1,MMP2,MMP14,PDGFRA,NOTCH3,ITGA8,ITGB3,COL12A1,COL16A1,TAGLN2",skipped,False
heart,True,False,Vascular cells,Coronary endothelial cells,connective,Endothelial cells,endothelial,"PECAM1,CDH5,VWF,KDR,FLT1,TEK,CLDN5,ESAM,ENG,ICAM2,RAMP2,PLVAP,PTPRB,CD34,SPARCL1,EPAS1,ERG,NOTCH4,TIE1,VEGFA,ANGPT1,ANGPT2,TSPAN7,CAV1,CAV2,RBP7,APLN,HHEX,GNG11,RGS5,PROCR,ACKR1,EFNB2,ECSCR,TJP1,MCAM,HSPG2,ADGRL4,DARC,RHOJ,NRP1,NRP2,DLL4,JAG1,HEY1,CLEC14A,LYVE1,ESRRG,EDN1,KLF2,KLF4,SOX7,MFSD2A,BMP4",skipped,False
heart,True,False,Vascular cells,Endocardial endothelial cells,connective,Endothelial cells,endothelial,"NPR3,NFATC1,EMCN,KDR,FLT1,CLDN5,ESAM,HEY2,GATA5,SOX17,PECAM1,CDH5,RBPJ,TBX20,ROBO4,FBLN5,CXCL12,PRSS23,PLVAP,ENG,APLNR,TIE1,TEK,RAMP2,RAMP3,ICAM2,VCAM1,EPAS1,ERG,PROCR,ADGRL4,KLF2,KLF4,HEY1,NOTCH1,DLL4,JAG1,FOXC1,FOXC2,GATA4,GATA6,BMP10,BMP2,NRG1,EDN1,EDNRA,COL4A1,COL4A2,MFSD2A,KDRL,ERBB4",skipped,False
heart,True,False,Vascular-associated cells,Cardiac pericytes,connective,Pericytes,pericyte,"PDGFRB,RGS5,CSPG4,MCAM,KCNJ8,ABCC9,MYH11,ACTA2,TAGLN,MYLK,NOTCH3,COL4A1,COL4A2,LAMB1,LAMC1,ITGA7,ITGB1,CD248,ANPEP,NGFR,THY1,FN1,TIMP3,FBLN1,GUCY1A1,GUCY1B1,CAV1,CAV2,DES,SMTN,CNN1,SRF,PDGFRL,COL15A1,COL18A1,LAMA4,LAMB2,LAMC3,ITGA5,ITGB3,ITGB5,ANGPT1,ANGPT2,FOXC1,FOXC2,SLIT3,PDZD2,PDZRN3,MMP14,PDGFA",skipped,False
heart,True,False,Immune cells,Cardiac macrophages,inflammatory,Macrophage-like,macrophage_like,"LYVE1,MRC1,CD163,CD14,C1QA,C1QB,C1QC,MS4A7,CSF1R,TREM2,APOE,LPL,CTSL,CTSB,TIMP2,STAB1,COLEC12,HLA-DRA,HLA-DPA1,HLA-DPB1,MARCO,P2RY13,F13A1,SPP1,VCAM1,CD68,AIF1,ITGAM,ITGAX,CCR2,CX3CR1,IL10,IL6,TGFB1,GPNMB,VSIG4,MSR1,CD36,FCGR3A,FCGR2A,SIGLEC1,CSF3R,CXCL13,CXCL16,CCR5,CCR1,CCL2,TLR2,TLR4,NLRP3,APOC1,FABP5,PPARA,MAFB",skipped,False
kidney,True,True,Malignant epithelial cells,Clear cell renal cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"CA9,VHL,EPAS1,HIF1A,EGLN3,NDUFA4L2,NNMT,SLC16A3,LDHA,HK2,PKM,SLC2A1,ANGPTL4,VEGFA,FLT1,KDR,PDGFB,PDGFRB,VCAM1,ITGA5,ITGB1,VIM,CDH2,FOXC2,AXL,CD44,PAX8,KRT8,KRT18,EPCAM,CDH1,SPP1,PLIN2,BHLHE40,BNIP3,LOX,COL4A1,COL4A2,SPARC,CXCR4,BAP1,SETD2,PBRM1,KDM5C,HIGD1A,CA12,CXCL12,ACKR3,SLC7A11,SLC16A1",skipped,False
kidney,True,True,Malignant epithelial cells,Papillary renal cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"MET,PAX8,KRT7,KRT18,EPCAM,CDH1,MUC1,TFAP2B,SOX17,FOXA1,CLDN4,CLDN7,CEACAM5,CEACAM6,LTF,LCN2,SLC34A1,SLC34A3,SLC12A1,SLC4A4,ETS1,ERBB2,ERBB3,PDK1,HGF,EGFR,RET,GAB1,ITGA6,ITGB4,SPP1,S100A10,ANXA4,SPINT1,GRHL2,TJP3,SCNN1A,WFDC2,GPX2,TACSTD2,LRRC15,PROM1,CD24,GATA3,ERBB4,LRP1B,SLC5A12,SLC13A3,ITGB5,SUSD2",skipped,False
kidney,True,True,Malignant epithelial cells,Chromophobe renal cell carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"FOXI1,KIT,KRT7,CLDN8,CLDN4,CLCNKA,CLCNKB,SLC4A4,SLC26A7,RHCG,ATP6V1B1,ATP6V1C2,ATP6V0D2,ATP6V0A4,SLC9A4,KCNJ10,KCNMA1,ITPR2,GPNMB,DHRS2,S100A1,MITF,TFEB,TFE3,MUC1,EPCAM,DSC2,DSG2,ENAM,SLC14A2,ATP13A4,MAP2K1,SOX13,TMEM213,TKTL1,SDHB,SDHC,SDHD,MGST1,GPX3,TFEC,KITLG,CLDN18,SLC4A8,SLC26A11,ATP6V1E1,ATP6V1F,ATP6V0C,KCNH3,KCNK5",skipped,False
kidney,True,True,Malignant epithelial cells,Collecting duct carcinoma cells,neoplastic,Malignant epithelial cells,malignant_epithelial,"KRT7,KRT19,PAX8,SOX9,TCFCP2L1,CLDN4,CLDN7,ITGA6,ITGB4,TACSTD2,EPCAM,LCN2,SPP1,S100A9,CXCL8,CXCL1,IL6,STAT3,SOCS3,EGFR,AREG,ERBB2,ERBB3,VIM,FN1,COL1A1,COL3A1,SPARC,PDPN,MMP2,MMP9,MMP14,TGFB1,ITGA5,ITGB1,PDGFRB,VCAN,POSTN,MSLN,WFDC2,LGALS3,KRT14,KRT17,CXCL2,CXCL3,CXCL5,CXCL6,SERPINE1,PLAUR,CD274",skipped,False
kidney,True,False,Glomerular cells,Podocytes,background,Podocytes,podocyte,"NPHS1,NPHS2,PODXL,WT1,SYNPO,CD2AP,PTPRO,ITGA3,ITGB1,ACTN4,KIRREL1,KIRREL2,TRPC6,PLCE1,INF2,MYO1E,COBL,TNS2,LAMB2,LAMA5,LAMC1,VEGFA,ANGPTL4,TGFBR3,DACH1,FOXC2,CRB2,CSRP1,EMP2,PDLIM2,SLC7A7,SLC36A2,ARHGAP24,CDC42EP4,CXCL12,EHD3,NRP1,MERTK,PODXL2,ITGA6,KIRREL3,MAGI2,CDH6,DLG1,FAT1,COL4A3,COL4A4,COL4A5,LAMB1,LAMA4",skipped,False
kidney,True,False,Stromal cells,Mesangial cells,connective,Mesangial cells,mesangial,"PDGFRB,ITGA8,ITGB1,PTPRB,THY1,CSPG4,FN1,COL4A1,COL4A2,COL1A1,COL3A1,COL5A1,COL5A2,ACTA2,TAGLN,MYL9,SMTN,RGS5,ANGPTL2,SPARC,POSTN,TNC,GREM1,CXCL12,CCL2,LOX,PDLIM3,IGFBP5,VCAM1,DCN,LUM,BGN,PDGFRA,VEGFA,FGF2,IL6,IL33,EDN1,EDNRA,MMP2,COL6A1,COL6A2,COL8A1,COL8A2,PDGFC,PDGFD,ITGA10,ITGA1,ITGB8,BMP4",skipped,False
kidney,True,False,Vascular cells,Glomerular endothelial cells,connective,Endothelial cells,endothelial,"PECAM1,CDH5,VWF,KDR,FLT1,TEK,TIE1,EMCN,RAMP2,RAMP3,PLVAP,ESAM,CLDN5,SOX7,SOX17,ERG,ECSCR,MFSD2A,EPAS1,NRP1,NRP2,RBP7,ACKR1,PROCR,SPARCL1,GNG11,EHD3,CA4,ICAM2,VCAM1,ANXA2,SELE,EDN1,ANGPT1,ANGPT2,ROBO4,FOXO1,KLF2,KLF4,GATA2,KLF6,KLF9,HEY1,HEY2,DLL4,JAG1,CLEC14A,APLN,SEMA3G,GJA5",skipped,False
kidney,True,False,Vascular cells,Peritubular capillary endothelial cells,connective,Endothelial cells,endothelial,"PECAM1,CDH5,VWF,KDR,FLT1,TEK,TIE1,SELP,ICAM1,ICAM2,VCAM1,ACKR1,PLVAP,AQP1,SLC14A1,ESAM,RAMP2,RAMP3,ECSCR,ROBO4,ENG,MCAM,CD34,SPARCL1,GNG11,CA4,EPAS1,NR2F2,PROX1,NRP1,NRP2,VEGFA,ANGPT2,ANXA2,FBLN5,CLDN5,CXCL12,IL6,STAB1,STAB2,HEY1,HEY2,DLL4,JAG1,APLN,SEMA3G,MFSD2A,GJA4,EMCN,PROCR",skipped,False
kidney,True,False,Epithelial cells,Proximal tubule S1/S2 cells,epithelial,Epithelial cells,epithelial,"LRP2,CUBN,SLC5A2,SLC34A1,SLC34A3,SLC22A6,SLC22A8,SLC22A2,PDZK1,DAB2,ANPEP,ENPEP,GGT1,GGT2,ACE2,SLC7A13,SLC7A9,SLC6A19,SLC3A1,SLC9A3R1,AQP1,ALDOB,LCT,CLDN2,TMEM27,AGT,DNASE1L3,CPN1,NAMPT,FBP1,PCK1,GPX3,MEP1A,MEP1B,SLC16A9,SLC4A4,SLC13A3,ATP1A1,ATP1B1,APOA1,SLC5A11,SLC5A12,SLC6A6,SLC22A11,SLC22A12,SLC47A1,SLC47A2,SLC17A2,SLC17A3,GATM",skipped,False
kidney,True,False,Epithelial cells,Thick ascending limb cells,epithelial,Epithelial cells,epithelial,"SLC12A1,UMOD,CLDN16,CLDN19,KCNJ1,KCNJ10,KCNMA1,BSND,ATP1A1,ATP1B1,FXYD2,SLC14A2,MAGI2,SPP1,MAL2,HNF1B,HOXB7,POU2F2,SLC26A7,SLC24A1,CASR,FGF12,KCNE1,WNK1,WNK4,KLHL3,STK39,SLC30A4,PDZK1IP1,TMEM52B,CALB1,IRX1,IRX2,IRX3,GPRC5C,AQP1,PRLR,ITPR1,ATP6V1B1,CLDN10,SLC12A2,KCNJ16,KCNJ15,KCNK3,WNK3,STK24,ATP6AP2,CLDN18,SLC26A11,PRR16",skipped,False
